bib_id	sequence	mrcfield	dz	rawfield
10020449	X30	600	http://viaf.org/viaf/35905513	=600  10$aKipper, David A.,$d1939-2010$xArt collections$vExhibitions.$0http://id.loc.gov/authorities/names/n85279125$0http://viaf.org/viaf/35905513
10020449	X31	600	http://id.loc.gov/authorities/names/no2016041266	=600  10$aKipper, Barbara$xArt collections$vExhibitions.$0http://id.loc.gov/authorities/names/no2016041266$0http://viaf.org/viaf/62146095221400370108
10020449	X31	600	http://viaf.org/viaf/62146095221400370108	=600  10$aKipper, Barbara$xArt collections$vExhibitions.$0http://id.loc.gov/authorities/names/no2016041266$0http://viaf.org/viaf/62146095221400370108
10020449	X32	655	http://id.loc.gov/authorities/genreForms/gf2014026098	=655  \7$aExhibition catalogs.$2lcgft$0http://id.loc.gov/authorities/genreForms/gf2014026098
10020449	X33	700	http://id.loc.gov/authorities/names/no2012040900	=700  1\$aGhose, Madhuvanti,$eeditor.$0http://id.loc.gov/authorities/names/no2012040900$0http://viaf.org/viaf/233552645
10020449	X33	700	http://viaf.org/viaf/233552645	=700  1\$aGhose, Madhuvanti,$eeditor.$0http://id.loc.gov/authorities/names/no2012040900$0http://viaf.org/viaf/233552645
10037346	X16	100	http://id.loc.gov/authorities/names/n91064816	=100  1\$aKaptein, N. J. G.,$eauthor.$0http://id.loc.gov/authorities/names/n91064816$0http://viaf.org/viaf/32102544
10037346	X16	100	http://viaf.org/viaf/32102544	=100  1\$aKaptein, N. J. G.,$eauthor.$0http://id.loc.gov/authorities/names/n91064816$0http://viaf.org/viaf/32102544
10037346	X28	600	http://id.loc.gov/authorities/names/no2014056037	=600  10$aUthman, Sayyid,$d1822-1914.$0http://id.loc.gov/authorities/names/no2014056037$0http://viaf.org/viaf/308244233
10037346	X28	600	http://viaf.org/viaf/308244233	=600  10$aUthman, Sayyid,$d1822-1914.$0http://id.loc.gov/authorities/names/no2014056037$0http://viaf.org/viaf/308244233
10037346	X31	655	http://id.loc.gov/authorities/subjects/sh93007047	=655  \0$aElectronic books.$0http://id.loc.gov/authorities/subjects/sh93007047
10039896	X28	650	http://id.loc.gov/authorities/subjects/sh2008107210	=650  \0$aMalay literature$xHistory and criticism.$0http://id.loc.gov/authorities/subjects/sh2008107210
10039896	X29	655	http://id.loc.gov/authorities/subjects/sh93007047	=655  \0$aElectronic books.$0http://id.loc.gov/authorities/subjects/sh93007047
10039896	X30	700	http://id.loc.gov/authorities/names/no95056289	=700  1\$aMeij, Dick van der,$eeditor,$etranslator.$0http://id.loc.gov/authorities/names/no95056289$0http://viaf.org/viaf/10138575
10039896	X30	700	http://viaf.org/viaf/10138575	=700  1\$aMeij, Dick van der,$eeditor,$etranslator.$0http://id.loc.gov/authorities/names/no95056289$0http://viaf.org/viaf/10138575
10039896	X31	700	http://id.loc.gov/authorities/names/no2014074100	=700  1\$aLambooij, N.$q(Nanno),$eeditor,$etranslator.$0http://id.loc.gov/authorities/names/no2014074100$0http://viaf.org/viaf/308768376
10039896	X31	700	http://viaf.org/viaf/308768376	=700  1\$aLambooij, N.$q(Nanno),$eeditor,$etranslator.$0http://id.loc.gov/authorities/names/no2014074100$0http://viaf.org/viaf/308768376
10039896	X32	700	http://viaf.org/viaf/55938304	=700  1\$aFathurahman, Oman,$econtributor.$0http://viaf.org/viaf/55938304
10040137	X18	100	http://id.loc.gov/authorities/names/n93007856	=100  1\$aHershberg, James G.$q(James Gordon),$d1960-$0http://id.loc.gov/authorities/names/n93007856$0http://viaf.org/viaf/17325803
10040137	X18	100	http://viaf.org/viaf/17325803	=100  1\$aHershberg, James G.$q(James Gordon),$d1960-$0http://id.loc.gov/authorities/names/n93007856$0http://viaf.org/viaf/17325803
10040137	X30	650	http://id.loc.gov/authorities/subjects/sh2008113226	=650  \0$aVietnam War, 1961-1975$xPeace.$0http://id.loc.gov/authorities/subjects/sh2008113226
10040137	X31	650	http://id.loc.gov/authorities/subjects/sh2010117840	=650  \0$aVietnam War, 1961-1975$xDiplomatic history.$0http://id.loc.gov/authorities/subjects/sh2010117840
10040137	X32	651	http://id.loc.gov/authorities/subjects/sh85140101	=651  \0$aUnited States$xForeign relations$y1963-1969.$0http://id.loc.gov/authorities/subjects/sh85140101
10040137	X33	650	http://id.worldcat.org/fast/fst01907412	=650  \7$aDiplomatic relations.$2fast$0http://id.worldcat.org/fast/fst01907412
10040137	X34	651	http://id.worldcat.org/fast/fst01204155	=651  \7$aUnited States.$2fast$0http://id.worldcat.org/fast/fst01204155$0http://id.loc.gov/authorities/names/n78095330
10040137	X34	651	http://id.loc.gov/authorities/names/n78095330	=651  \7$aUnited States.$2fast$0http://id.worldcat.org/fast/fst01204155$0http://id.loc.gov/authorities/names/n78095330
10040137	X36	830	http://id.loc.gov/authorities/names/n98077862	=830  \0$aCold War International History Project series.$0http://id.loc.gov/authorities/names/n98077862
10041137	X17	100	http://id.loc.gov/authorities/names/n95095084	=100  1\$aTwomey, Christopher P.$0http://id.loc.gov/authorities/names/n95095084$0http://viaf.org/viaf/76652592
10041137	X17	100	http://viaf.org/viaf/76652592	=100  1\$aTwomey, Christopher P.$0http://id.loc.gov/authorities/names/n95095084$0http://viaf.org/viaf/76652592
10041137	X29	650	http://id.loc.gov/authorities/subjects/sh2008107796	=650  \0$aMilitary doctrine$zUnited States.$0http://id.loc.gov/authorities/subjects/sh2008107796
10041137	X32	651	http://id.loc.gov/authorities/subjects/sh2008100081	=651  \0$aChina$xForeign relations$zUnited States.$0http://id.loc.gov/authorities/subjects/sh2008100081
10041137	X33	651	http://id.loc.gov/authorities/subjects/sh2007100024	=651  \0$aUnited States$xForeign relations$zChina.$0http://id.loc.gov/authorities/subjects/sh2007100024
10041137	X35	650	http://id.worldcat.org/fast/fst00891658	=650  \7$aDeterrence (Strategy)$2fast$0http://id.worldcat.org/fast/fst00891658
10041137	X36	650	http://id.worldcat.org/fast/fst01907412	=650  \7$aDiplomatic relations.$2fast$0http://id.worldcat.org/fast/fst01907412
10041137	X37	650	http://id.worldcat.org/fast/fst01021106	=650  \7$aMilitary doctrine.$2fast$0http://id.worldcat.org/fast/fst01021106
10041137	X38	651	http://id.worldcat.org/fast/fst01206073	=651  \7$aChina.$2fast$0http://id.worldcat.org/fast/fst01206073$0http://id.loc.gov/authorities/names/n79091151
10041137	X38	651	http://id.loc.gov/authorities/names/n79091151	=651  \7$aChina.$2fast$0http://id.worldcat.org/fast/fst01206073$0http://id.loc.gov/authorities/names/n79091151
10041137	X39	651	http://id.worldcat.org/fast/fst01204155	=651  \7$aUnited States.$2fast$0http://id.worldcat.org/fast/fst01204155$0http://id.loc.gov/authorities/names/n78095330
10041137	X39	651	http://id.loc.gov/authorities/names/n78095330	=651  \7$aUnited States.$2fast$0http://id.worldcat.org/fast/fst01204155$0http://id.loc.gov/authorities/names/n78095330
10041137	X40	710	http://id.loc.gov/authorities/names/no2007088509	=710  2\$aebrary, Inc.$0http://id.loc.gov/authorities/names/no2007088509$0http://viaf.org/viaf/133005699
10041137	X40	710	http://viaf.org/viaf/133005699	=710  2\$aebrary, Inc.$0http://id.loc.gov/authorities/names/no2007088509$0http://viaf.org/viaf/133005699
10041137	X41	830	http://id.loc.gov/authorities/names/n83745343	=830  \0$aCornell studies in security affairs.$0http://id.loc.gov/authorities/names/n83745343
10041620	X17	100	http://id.loc.gov/authorities/names/no2001010344	=100  0\$aMonaguna,$cMpu,$dactive 12th century.$0http://id.loc.gov/authorities/names/no2001010344$0http://viaf.org/viaf/7035372
10041620	X17	100	http://viaf.org/viaf/7035372	=100  0\$aMonaguna,$cMpu,$dactive 12th century.$0http://id.loc.gov/authorities/names/no2001010344$0http://viaf.org/viaf/7035372
10041620	X30	600	http://viaf.org/viaf/7035372	=600  00$aMonaguna,$cMpu,$dactive 12th century.$tSumanas?antaka.$0http://viaf.org/viaf/7035372
10041620	X31	651	http://id.loc.gov/authorities/subjects/sh99001512	=651  \0$aJava (Indonesia)$xCivilization.$0http://id.loc.gov/authorities/subjects/sh99001512
10041620	X34	700	http://id.loc.gov/authorities/names/n2013209562	=700  1\$aWorsley, Peter.$0http://id.loc.gov/authorities/names/n2013209562$0http://viaf.org/viaf/12383482
10041620	X34	700	http://viaf.org/viaf/12383482	=700  1\$aWorsley, Peter.$0http://id.loc.gov/authorities/names/n2013209562$0http://viaf.org/viaf/12383482
10041620	X35	700	http://viaf.org/viaf/7035372	=700  02$aMonaguna,$cMpu,$dactive 12th century.$tSumanas?antaka.$0http://viaf.org/viaf/7035372
10041620	X36	700	http://viaf.org/viaf/7035372	=700  02$aMonaguna,$cMpu,$dactive 12th century.$tSumanas?antaka.$lEnglish.$0http://viaf.org/viaf/7035372
10041620	X37	710	http://id.loc.gov/authorities/names/no2007088509	=710  2\$aebrary, Inc.$0http://id.loc.gov/authorities/names/no2007088509$0http://viaf.org/viaf/133005699
10041620	X37	710	http://viaf.org/viaf/133005699	=710  2\$aebrary, Inc.$0http://id.loc.gov/authorities/names/no2007088509$0http://viaf.org/viaf/133005699
10048258	X17	100	http://id.loc.gov/authorities/names/no2005080262	=100  1\$aRay, Jonathan$q(Jonathan Stewart)$0http://id.loc.gov/authorities/names/no2005080262$0http://viaf.org/viaf/76614615
10048258	X17	100	http://viaf.org/viaf/76614615	=100  1\$aRay, Jonathan$q(Jonathan Stewart)$0http://id.loc.gov/authorities/names/no2005080262$0http://viaf.org/viaf/76614615
10048258	X29	650	http://id.loc.gov/authorities/subjects/sh00008501	=650  \0$aJews$zSpain$xHistory.$0http://id.loc.gov/authorities/subjects/sh00008501
10048258	X30	650	http://id.loc.gov/authorities/subjects/sh2008122343	=650  \0$aJews$zPortugal$xHistory.$0http://id.loc.gov/authorities/subjects/sh2008122343
10048258	X33	651	http://id.loc.gov/authorities/subjects/sh85126074	=651  \0$aSpain$xHistory$y711-1516.$0http://id.loc.gov/authorities/subjects/sh85126074
10048258	X34	651	http://id.loc.gov/authorities/subjects/sh85105247	=651  \0$aPortugal$xHistory$yTo 1385.$0http://id.loc.gov/authorities/subjects/sh85105247
10048258	X36	710	http://id.loc.gov/authorities/names/no2007088509	=710  2\$aebrary, Inc.$0http://id.loc.gov/authorities/names/no2007088509$0http://viaf.org/viaf/133005699
10048258	X36	710	http://viaf.org/viaf/133005699	=710  2\$aebrary, Inc.$0http://id.loc.gov/authorities/names/no2007088509$0http://viaf.org/viaf/133005699
10048258	X37	830	http://id.loc.gov/authorities/names/n00000270	=830  \0$aConjunctions of religion & power in the medieval past.$0http://id.loc.gov/authorities/names/n00000270
10054492	X16	100	http://id.loc.gov/authorities/names/nr93034817	=100  1\$aBemmelen, Sita van,$eauthor.$0http://id.loc.gov/authorities/names/nr93034817$0http://viaf.org/viaf/51788211
10054492	X16	100	http://viaf.org/viaf/51788211	=100  1\$aBemmelen, Sita van,$eauthor.$0http://id.loc.gov/authorities/names/nr93034817$0http://viaf.org/viaf/51788211
10054496	X17	100	http://id.loc.gov/authorities/names/no95056289	=100  1\$aMeij, Dick van der,$eauthor.$0http://id.loc.gov/authorities/names/no95056289$0http://viaf.org/viaf/10138575
10054496	X17	100	http://viaf.org/viaf/10138575	=100  1\$aMeij, Dick van der,$eauthor.$0http://id.loc.gov/authorities/names/no95056289$0http://viaf.org/viaf/10138575
10054496	X27	650	http://id.loc.gov/authorities/subjects/sh85080725	=650  \0$aManuscripts, Indonesian.$0http://id.loc.gov/authorities/subjects/sh85080725
10054496	X28	650	http://id.worldcat.org/fast/fst01008374	=650  \7$aManuscripts, Indonesian.$2fast$0http://id.worldcat.org/fast/fst01008374
10054542	X16	100	http://id.loc.gov/authorities/names/n82087694	=100  1\$aForsythe, David P.,$d1941-$eauthor.$0http://id.loc.gov/authorities/names/n82087694$0http://viaf.org/viaf/110300404
10054542	X16	100	http://viaf.org/viaf/110300404	=100  1\$aForsythe, David P.,$d1941-$eauthor.$0http://id.loc.gov/authorities/names/n82087694$0http://viaf.org/viaf/110300404
10054542	X29	650	http://id.loc.gov/authorities/subjects/sh2012002128	=650  \0$aInternational law and human rights.$0http://id.loc.gov/authorities/subjects/sh2012002128
10054542	X30	650	http://id.loc.gov/authorities/subjects/sh85067435	=650  \0$aInternational relations.$0http://id.loc.gov/authorities/subjects/sh85067435
10054542	X31	650	http://id.worldcat.org/fast/fst00963308	=650  \7$aHuman rights$xPolitical aspects.$2fast$0http://id.worldcat.org/fast/fst00963308
10054542	X32	650	http://id.worldcat.org/fast/fst01894145	=650  \7$aInternational law and human rights.$2fast$0http://id.worldcat.org/fast/fst01894145
10054542	X33	650	http://id.worldcat.org/fast/fst00977053	=650  \7$aInternational relations.$2fast$0http://id.worldcat.org/fast/fst00977053
10054542	X34	830	http://id.loc.gov/authorities/names/n00088703	=830  \0$aThemes in international relations.$w(NL-LeOCL)215124391$0http://id.loc.gov/authorities/names/n00088703
10054602	X17	100	http://id.loc.gov/authorities/names/no2017024593	=100  1\$aKhan, Sher Banu A. L.,$eauthor.$0http://id.loc.gov/authorities/names/no2017024593$0http://viaf.org/viaf/9148874368249620861
10054602	X17	100	http://viaf.org/viaf/9148874368249620861	=100  1\$aKhan, Sher Banu A. L.,$eauthor.$0http://id.loc.gov/authorities/names/no2017024593$0http://viaf.org/viaf/9148874368249620861
10054602	X30	650	http://id.worldcat.org/fast/fst00987694	=650  \7$aKings and rulers.$2fast$0http://id.worldcat.org/fast/fst00987694
10054602	X31	650	http://id.worldcat.org/fast/fst01030996	=650  \7$aMuslim women.$2fast$0http://id.worldcat.org/fast/fst01030996
10054602	X32	650	http://id.worldcat.org/fast/fst01085637	=650  \7$aQueens.$2fast$0http://id.worldcat.org/fast/fst01085637
10054602	X33	650	http://id.worldcat.org/fast/fst01177797	=650  \7$aWomen in Islam.$2fast$0http://id.worldcat.org/fast/fst01177797
10054602	X34	651	http://id.worldcat.org/fast/fst01271161	=651  \7$aAsia$zAceh (Sultanate)$2fast$0http://id.worldcat.org/fast/fst01271161
10054602	X35	655	http://id.worldcat.org/fast/fst01411628	=655  \7$aHistory.$2fast$0http://id.worldcat.org/fast/fst01411628
10055123	X17	100	http://id.loc.gov/authorities/names/n83176418	=100  1\$aWard, Geoffrey C.,$eauthor.$0http://id.loc.gov/authorities/names/n83176418$0http://viaf.org/viaf/84615263
10055123	X17	100	http://viaf.org/viaf/84615263	=100  1\$aWard, Geoffrey C.,$eauthor.$0http://id.loc.gov/authorities/names/n83176418$0http://viaf.org/viaf/84615263
10055123	X32	611	http://id.worldcat.org/fast/fst01431664	=611  27$aVietnam War (1961-1975)$2fast$0http://id.worldcat.org/fast/fst01431664
10055123	X33	650	http://id.loc.gov/authorities/subjects/sh85143277	=650  \0$aVietnam War, 1961-1975.$0http://id.loc.gov/authorities/subjects/sh85143277
10055123	X34	650	http://id.loc.gov/authorities/subjects/sh85148225	=650  \0$aWorld politics$y1945-1989.$0http://id.loc.gov/authorities/subjects/sh85148225
10055123	X35	650	http://id.worldcat.org/fast/fst01181381	=650  \7$aWorld politics.$2fast$0http://id.worldcat.org/fast/fst01181381
10055123	X37	700	http://id.loc.gov/authorities/names/n91020856	=700  1\$aBurns, Ken,$d1953-$ewriter of introduction.$0http://id.loc.gov/authorities/names/n91020856$0http://viaf.org/viaf/24771550
10055123	X37	700	http://viaf.org/viaf/24771550	=700  1\$aBurns, Ken,$d1953-$ewriter of introduction.$0http://id.loc.gov/authorities/names/n91020856$0http://viaf.org/viaf/24771550
10055123	X38	700	http://id.loc.gov/authorities/names/n94027812	=700  1\$aNovick, Lynn,$ewriter of introduction.$0http://id.loc.gov/authorities/names/n94027812$0http://viaf.org/viaf/26288896
10055123	X38	700	http://viaf.org/viaf/26288896	=700  1\$aNovick, Lynn,$ewriter of introduction.$0http://id.loc.gov/authorities/names/n94027812$0http://viaf.org/viaf/26288896
10057927	X28	650	http://id.loc.gov/authorities/subjects/sh2009103354	=650  \0$aEnvironmental policy$zSoutheast Asia.$0http://id.loc.gov/authorities/subjects/sh2009103354
10057927	X29	650	http://id.worldcat.org/fast/fst01429861	=650  \7$aBiodiversity conservation.$2fast$0http://id.worldcat.org/fast/fst01429861
10057927	X30	650	http://id.worldcat.org/fast/fst00913250	=650  \7$aEnvironmental policy.$2fast$0http://id.worldcat.org/fast/fst00913250
10057927	X31	651	http://id.worldcat.org/fast/fst01240499	=651  \7$aSoutheast Asia.$2fast$0http://id.worldcat.org/fast/fst01240499$0http://id.loc.gov/authorities/subjects/sh85008627
10057927	X31	651	http://id.loc.gov/authorities/subjects/sh85008627	=651  \7$aSoutheast Asia.$2fast$0http://id.worldcat.org/fast/fst01240499$0http://id.loc.gov/authorities/subjects/sh85008627
10057927	X32	700	http://id.loc.gov/authorities/names/n00014345	=700  1\$aMorand, S.,$eeditor.$0http://id.loc.gov/authorities/names/n00014345$0http://viaf.org/viaf/17324943
10057927	X32	700	http://viaf.org/viaf/17324943	=700  1\$aMorand, S.,$eeditor.$0http://id.loc.gov/authorities/names/n00014345$0http://viaf.org/viaf/17324943
10057927	X33	700	http://id.loc.gov/authorities/names/no2017020925	=700  1\$aLajaunie, Claire,$eeditor.$0http://id.loc.gov/authorities/names/no2017020925$0http://viaf.org/viaf/195096354
10057927	X33	700	http://viaf.org/viaf/195096354	=700  1\$aLajaunie, Claire,$eeditor.$0http://id.loc.gov/authorities/names/no2017020925$0http://viaf.org/viaf/195096354
10057927	X34	700	http://id.loc.gov/authorities/names/no2017021131	=700  0\$aRojchai Satrawaha,$eeditor.$0http://id.loc.gov/authorities/names/no2017021131$0http://viaf.org/viaf/28148812908045212817
10057927	X34	700	http://viaf.org/viaf/28148812908045212817	=700  0\$aRojchai Satrawaha,$eeditor.$0http://id.loc.gov/authorities/names/no2017021131$0http://viaf.org/viaf/28148812908045212817
10059886	X16	100	http://id.loc.gov/authorities/names/n2011025550	=100  1\$aDorn, Charles,$eauthor.$0http://id.loc.gov/authorities/names/n2011025550$0http://viaf.org/viaf/273746984
10059886	X16	100	http://viaf.org/viaf/273746984	=100  1\$aDorn, Charles,$eauthor.$0http://id.loc.gov/authorities/names/n2011025550$0http://viaf.org/viaf/273746984
10059886	X27	650	http://id.loc.gov/authorities/subjects/sh2008102759	=650  \0$aEducation, Higher$zUnited States$xHistory.$0http://id.loc.gov/authorities/subjects/sh2008102759
10059886	X28	650	http://id.loc.gov/authorities/subjects/sh2008113114	=650  \0$aUniversities and colleges$zUnited States$xHistory.$0http://id.loc.gov/authorities/subjects/sh2008113114
10059886	X29	650	http://id.worldcat.org/fast/fst00903005	=650  \7$aEducation, Higher.$2fast$0http://id.worldcat.org/fast/fst00903005
10059886	X30	650	http://id.worldcat.org/fast/fst01161597	=650  \7$aUniversities and colleges.$2fast$0http://id.worldcat.org/fast/fst01161597
10059886	X31	651	http://id.worldcat.org/fast/fst01204155	=651  \7$aUnited States.$2fast$0http://id.worldcat.org/fast/fst01204155$0http://id.loc.gov/authorities/names/n78095330
10059886	X31	651	http://id.loc.gov/authorities/names/n78095330	=651  \7$aUnited States.$2fast$0http://id.worldcat.org/fast/fst01204155$0http://id.loc.gov/authorities/names/n78095330
10059886	X32	655	http://id.worldcat.org/fast/fst01411628	=655  \7$aHistory.$2fast$0http://id.worldcat.org/fast/fst01411628
10060752	X26	610	http://viaf.org/viaf/145098799	=610  20$aASEAN.$0http://viaf.org/viaf/145098799
10060752	X27	610	http://id.worldcat.org/fast/fst00541528	=610  27$aASEAN.$2fast$0http://id.worldcat.org/fast/fst00541528$0http://viaf.org/viaf/145098799
10060752	X27	610	http://viaf.org/viaf/145098799	=610  27$aASEAN.$2fast$0http://id.worldcat.org/fast/fst00541528$0http://viaf.org/viaf/145098799
10060752	X32	650	http://id.worldcat.org/fast/fst00837076	=650  \7$aBoundaries.$2fast$0http://id.worldcat.org/fast/fst00837076
10060752	X33	650	http://id.worldcat.org/fast/fst00874778	=650  \7$aConflict management.$2fast$0http://id.worldcat.org/fast/fst00874778
10060752	X34	650	http://id.worldcat.org/fast/fst00976984	=650  \7$aInternational law.$2fast$0http://id.worldcat.org/fast/fst00976984
10060752	X35	651	http://id.worldcat.org/fast/fst01244526	=651  \7$aSouth China Sea.$2fast$0http://id.worldcat.org/fast/fst01244526$0http://id.loc.gov/authorities/subjects/sh85125572
10060752	X35	651	http://id.loc.gov/authorities/subjects/sh85125572	=651  \7$aSouth China Sea.$2fast$0http://id.worldcat.org/fast/fst01244526$0http://id.loc.gov/authorities/subjects/sh85125572
10060752	X36	651	http://id.worldcat.org/fast/fst01240499	=651  \7$aSoutheast Asia.$2fast$0http://id.worldcat.org/fast/fst01240499$0http://id.loc.gov/authorities/subjects/sh85008627
10060752	X36	651	http://id.loc.gov/authorities/subjects/sh85008627	=651  \7$aSoutheast Asia.$2fast$0http://id.worldcat.org/fast/fst01240499$0http://id.loc.gov/authorities/subjects/sh85008627
10060752	X37	610	http://d-nb.info/gnd/116362-0	=610  27$aAssociation of Southeast Asian Nations$2gnd$0http://d-nb.info/gnd/116362-0$0http://viaf.org/viaf/145098799
10060752	X37	610	http://viaf.org/viaf/145098799	=610  27$aAssociation of Southeast Asian Nations$2gnd$0http://d-nb.info/gnd/116362-0$0http://viaf.org/viaf/145098799
10060752	X38	650	http://d-nb.info/gnd/4164958-8	=650  \7$aKonfliktregelung$2gnd$0http://d-nb.info/gnd/4164958-8
10060752	X39	650	http://d-nb.info/gnd/4158142-8	=650  \7$aGrenzkonflikt$2gnd$0http://d-nb.info/gnd/4158142-8
10060752	X40	651	http://d-nb.info/gnd/4058412-4	=651  \7$aS?udchinesisches Meer$2gnd$0http://d-nb.info/gnd/4058412-4
10060752	X41	651	http://d-nb.info/gnd/4058448-3	=651  \7$aS?udostasien$2gnd$0http://d-nb.info/gnd/4058448-3
10060752	X42	700	http://id.loc.gov/authorities/names/n2014075669	=700  1\$aGerstl, Alfred,$d1971-$eeditor.$0http://id.loc.gov/authorities/names/n2014075669$0http://viaf.org/viaf/305432219
10060752	X42	700	http://viaf.org/viaf/305432219	=700  1\$aGerstl, Alfred,$d1971-$eeditor.$0http://id.loc.gov/authorities/names/n2014075669$0http://viaf.org/viaf/305432219
10060820	X19	100	http://id.loc.gov/authorities/names/nr97033392	=100  1\$aCreese, Helen,$d1955-$eauthor.$0http://id.loc.gov/authorities/names/nr97033392$0http://viaf.org/viaf/97751164
10060820	X19	100	http://viaf.org/viaf/97751164	=100  1\$aCreese, Helen,$d1955-$eauthor.$0http://id.loc.gov/authorities/names/nr97033392$0http://viaf.org/viaf/97751164
